scenario,month,active_pib,token_price_usd,storage_price_usd_per_gibmonth,issuance_monthly_nil,bps,cost_usd_per_gibmonth
Base (100 PiB cap),6,1.098694263059318,0.007390681814740082,0.007390681814740082,35465.464079500765,307.842712474619,0.007651456636595055
Base (100 PiB cap),7,1.2742349464111609,0.007262017965553029,0.007262017965553029,39010.78022855811,291.96797083400685,0.007506724711354279
Base (100 PiB cap),8,1.4774031693273055,0.0071351972169353805,0.0071351972169353805,42909.54916544454,276.9842099789746,0.007364939300829291
Base (100 PiB cap),9,1.7124033315727738,0.007010263996734901,0.007010263996734901,47195.41259300614,262.8414230005442,0.007226068961171336
Base (100 PiB cap),10,1.984030573407751,0.006887261427818937,0.006887261427818937,51904.57162227574,249.4924096618746,0.0070900860492039055
Base (100 PiB cap),11,2.2977369910025613,0.006766231931241859,0.006766231931241859,57075.76726282222,236.89261887185907,0.0069569670151410756
Base (100 PiB cap),12,2.6596993576865864,0.0066472178346763285,0.0066472178346763285,62750.18055792532,225.0,0.006826692716212589
Base (100 PiB cap),13,3.076885935714802,0.006530261982848583,0.006530261982848583,68971.22598688398,213.7748625363387,0.006699248747542374
Base (100 PiB cap),14,3.557118927263618,0.006415408344652596,0.006415408344652596,75784.20633361129,203.17974362806785,0.00657462578447712
Base (100 PiB cap),15,4.109127820046502,0.006302702608932844,0.006302702608932844,83235.79156789412,193.1792830507429,0.006452819927800611
Base (100 PiB cap),16,4.742587317756678,0.006192192757531994,0.006192192757531994,91373.27887296405,183.74010519681997,0.0063338330398076785
Base (100 PiB cap),17,5.468131721594076,0.006083929600032445,0.006083929600032445,100243.58653362749,174.83070768766817,0.0062176730549821525
Base (100 PiB cap),18,6.297335605699651,0.005977967249659006,0.005977967249659006,109891.93209389094,166.4213562373095,0.006104354244005518
Base (100 PiB cap),19,7.242648536151774,0.005874363514115027,0.005874363514115027,120360.14656548598,158.48398541700342,0.005993897404079063
Base (100 PiB cap),20,8.317269649392237,0.005773180168882752,0.005773180168882752,131684.58356510257,150.9921049894873,0.005886329942261041
Base (100 PiB cap),21,9.534946489910949,0.005674483074098933,0.005674483074098933,143893.5975665342,143.9207115002721,0.0057816858120744346
Base (100 PiB cap),22,10.909682119561293,0.005578342090130587,0.005578342090130587,157004.59172100553,137.2462048309373,0.005680005257648084
Base (100 PiB cap),23,12.455335818741645,0.0054848307423328215,0.0054848307423328215,171020.67552740814,130.94630943592955,0.005581334315032239
Base (100 PiB cap),24,14.185106490048781,0.0053940255834123915,0.0053940255834123915,185927.0277863674,125.0,0.005485724018330401
Base (100 PiB cap),25,16.110894957658523,0.005306005203898291,0.005306005203898291,201687.13064165178,119.38743126816934,0.00539322926047473
Base (100 PiB cap),26,18.242552380635637,0.005220848849189253,0.005220848849189253,218239.1228182057,114.08987181403394,0.005303907266607049
Base (100 PiB cap),27,20.587037180094736,0.005138634617231854,0.005138634617231854,235492.60658597204,109.08964152537145,0.005217815653841765
Base (100 PiB cap),28,23.147521650098238,0.005059437235394336,0.005059437235394336,253326.32016845135,104.37005259840997,0.0051350100759912564
Base (100 PiB cap),29,25.9225100817846,0.004983325448915782,0.004983325448915782,271587.1364872263,99.91535384383408,0.005055541485990643
Base (100 PiB cap),30,28.905049737499606,0.004910359095274363,0.004910359095274363,290090.8479799132,95.71067811865476,0.004979453091084578
Base (100 PiB cap),31,32.0821300824607,0.004840585985729478,0.004840585985729478,308625.1242656433,91.74199270850171,0.004906777123086028
Base (100 PiB cap),32,35.43436937742045,0.004774038761678586,0.004774038761678586,326954.8706736245,87.99605249474365,0.0048375315926546
Base (100 PiB cap),33,38.9360766050778,0.004710731931908185,0.004710731931908185,344829.9723507022,84.46035575013605,0.004771717235083021
Base (100 PiB cap),34,42.5557483188341,0.0046506593189696984,0.0046506593189696984,361995.1035532638,81.12310241546864,0.004709314877128285
Base (100 PiB cap),35,46.257015465625045,0.004593792141239211,0.004593792141239211,378200.9603953757,77.97315471796477,0.004650283452411888
Base (100 PiB cap),36,50.0,0.004540077927085248,0.004540077927085248,393216.0,75.0,0.004594558862210271
Base (100 PiB cap),37,53.742984534374955,0.0044894403990915115,0.0044894403990915115,406837.604416401,72.19371563408467,0.004542053819240242
Base (100 PiB cap),38,57.4442516811659,0.004441780385264032,0.004441780385264032,418901.5822977712,69.54493590701696,0.004492658730218343
Base (100 PiB cap),39,61.0639233949222,0.0043969777215214344,0.0043969777215214344,429289.09048389894,67.04482076268573,0.004446243579591973
Base (100 PiB cap),40,64.56563062257955,0.004354894019470342,0.004354894019470342,437930.37549594877,64.68502629920499,0.004402660685975927
Base (100 PiB cap),41,67.91786991753929,0.004315376099350139,0.004315376099350139,444805.13982169953,62.45767692191704,0.004361748128418192
Base (100 PiB cap),42,71.09495026250039,0.004278259840650969,0.004278259840650969,449939.7493128405,60.35533905932738,0.004323333592260538
Base (100 PiB cap),43,74.0774899182154,0.004243374187312118,0.004243374187312118,453401.83955486346,58.370996354250856,0.004287238369076755
Base (100 PiB cap),44,76.85247834990176,0.004210545059497504,0.004210545059497504,455293.09789430216,56.498026247371826,0.004253281260793965
Base (100 PiB cap),45,79.41296281990526,0.00417959896347987,0.00417959896347987,455741.07490886125,54.73017787506802,0.0042212821782873
Base (100 PiB cap),46,81.75744761936436,0.004150366145864902,0.004150366145864902,454890.8279103287,53.06155120773432,0.004191065280099259
Base (100 PiB cap),47,83.88910504234148,0.004122683198348423,0.004122683198348423,452897.05531908444,51.48657735898239,0.004162461557482826
Base (100 PiB cap),48,85.81489350995123,0.004096395075911433,0.004096395075911433,449917.18888545316,50.0,0.00413531082913259
Base (100 PiB cap),49,87.54466418125836,0.004071356538886259,0.004071356538886259,446105.71184188494,48.59685781704234,0.004109463156795522
Base (100 PiB cap),50,89.0903178804387,0.004047433064633672,0.004047433064633672,441609.7953482982,47.27246795350848,0.004084779728408709
Base (100 PiB cap),51,90.46505351008906,0.004024501297147105,0.004024501297147105,436566.209888147,46.022410381342866,0.004061133278012022
Base (100 PiB cap),52,91.68273035060777,0.004002449114044162,0.004002449114044162,431099.3774930652,44.842513149602496,0.004038408122760075
Base (100 PiB cap),53,92.75735146384822,0.003981175392417974,0.003981175392417974,425320.38122971833,43.728838460958514,0.004016499899245834
Base (100 PiB cap),54,93.70266439430036,0.003960589550523627,0.003960589550523627,419326.7320167004,42.67766952966369,0.003995315076698971
Base (100 PiB cap),55,94.53186827840592,0.003940610933731339,0.003940610933731339,413202.6998115272,41.68549817712543,0.003974770315922613
Base (100 PiB cap),56,95.25741268224333,0.00392116810262904,0.00392116810262904,407020.0374216201,40.74901312368591,0.003954791732138292
Base (100 PiB cap),57,95.8908721799535,0.0039021980701232847,0.0039021980701232847,400838.95329767314,39.86508893753401,0.003935314108750573
Base (100 PiB cap),58,96.44288107273638,0.003883645523889286,0.003883645523889286,394709.21938270127,39.03077560386717,0.0039162800984435765
Base (100 PiB cap),59,96.9231140642852,0.0038654620611561557,0.0038654620611561557,388671.32805291296,38.24328867949119,0.0038976394385798
Base (100 PiB cap),60,97.34030064231341,0.0038476054548599085,0.0038476054548599085,382757.6365736791,37.5,0.0038793481998625023
Base (100 PiB cap),61,97.70226300899743,0.003830038963710222,0.003830038963710222,376993.4575869079,36.798428908521174,0.003861368080699214
Base (100 PiB cap),62,98.01596942659225,0.0038127306936137453,0.0038127306936137453,371398.06994119816,36.13623397675424,0.0038436657545784843
Base (100 PiB cap),63,98.28759666842723,0.0037956530140182787,0.0037956530140182787,365985.6360757499,35.51120519067143,0.0038262122738827006
Base (100 PiB cap),64,98.5225968306727,0.0037787820298985685,0.0037787820298985685,360766.0207632151,34.92125657480125,0.003808982530713745
Base (100 PiB cap),65,98.72576505358884,0.0037620971081032562,0.0037620971081032562,355745.511941218,34.36441923047926,0.003791954773310584
Base (100 PiB cap),66,98.90130573694069,0.0037455804554465217,0.0037455804554465217,350927.4482162744,33.838834764831844,0.003775110175309055
Base (100 PiB cap),67,99.05289564180538,0.0037292167451013596,0.0037292167451013596,346312.7599289786,33.34274908856271,0.0037584324542771935
Base (100 PiB cap),68,99.18374288468401,0.0037129927874050956,0.0037129927874050956,341900.43185578653,32.874506561842956,0.0037419075355237803
Base (100 PiB cap),69,99.29664128450048,0.0036968972410162805,0.0036968972410162805,337687.89603084064,32.432544468767006,0.003725523257017426
Base (100 PiB cap),70,99.39401985084157,0.0036809203603829794,0.0036809203603829794,333671.3630612485,32.015387801933585,0.003709269111285272
Base (100 PiB cap),71,99.47798743064416,0.003665053775632142,0.003665053775632142,329846.099873944,31.621644339745593,0.0036931360203203943
Base (100 PiB cap),72,99.55037268390588,0.003649290301220491,0.003649290301220491,326206.6612106228,31.25,0.0036771161397672974
